Employee_ID,Age,Gender,Department,Job_Role,Experience,Education,Salary,Performance_Score,Job_Satisfaction,Overtime,Work_Hours,Remote_Work,Training_Hours,Projects,Promotion_Last_5Yrs,Joining_Date,Attrition,City,Employment_Type,Manager_Rating,Sick_Leaves,Attrition_Flag,Salary_Thousands
168,48.0,Female,Finance,Financial Analyst,0,Master,48769.0,3,3.0,Yes,48,Yes,58,3,No,2014-10-22,Yes,Lahore,Contract,6,1,1,48.769
169,55.0,Female,HR,Recruiter,21,Bachelor,181697.0,2,7.0,No,55,Yes,78,14,No,2013-07-30,No,Faisalabad,Contract,8,13,0,181.697
170,47.0,Female,Sales,Sales Executive,16,Bachelor,163051.0,5,8.0,No,55,No,75,10,Yes,2025-08-17,No,Rawalpindi,Full-Time,4,5,0,163.051
171,23.0,Female,IT,Software Engineer,0,PhD,40911.0,5,8.0,No,53,Yes,21,3,Yes,2020-02-28,No,Faisalabad,Full-Time,4,14,0,40.911
172,41.0,Male,HR,HR Executive,17,Bachelor,184141.0,3,7.0,Yes,39,Yes,19,8,No,2018-09-07,No,Peshawar,Contract,4,14,0,184.141
173,31.0,Female,IT,Software Engineer,4,Bachelor,119197.5,2,9.0,No,38,Yes,57,5,No,2023-05-13,No,Karachi,Full-Time,7,2,0,119.1975
174,48.0,Female,IT,Software Engineer,10,PhD,111783.0,1,6.0,Yes,53,Yes,48,8,No,2023-09-16,No,Karachi,Full-Time,5,11,0,111.783
175,32.0,Female,Marketing,Marketing Specialist,1,Bachelor,57562.0,5,3.0,Yes,39,No,19,1,No,2014-06-14,Yes,Faisalabad,Full-Time,8,6,1,57.562
176,30.0,Female,HR,HR Executive,4,Master,81421.0,4,7.0,No,50,No,29,5,Yes,2013-01-18,No,Lahore,Full-Time,9,8,0,81.421
177,28.0,Female,HR,Financial Analyst,2,Bachelor,54203.0,4,7.0,No,43,Yes,54,2,No,2018-01-22,No,Peshawar,Contract,8,13,0,54.203
178,50.0,Male,Finance,Accountant,28,Bachelor,226922.0,3,7.0,No,55,No,8,14,No,2017-12-12,No,Faisalabad,Contract,8,3,0,226.922
179,33.0,Female,Finance,Financial Analyst,3,Bachelor,82188.0,3,9.0,No,35,Yes,47,4,No,2018-08-07,No,Lahore,Contract,4,6,0,82.188
180,36.0,Male,Marketing,SEO Executive,12,Master,219109.0,1,5.0,Yes,43,No,60,11,No,2022-07-13,No,Faisalabad,Full-Time,8,10,0,219.109
181,25.0,Female,HR,HR Executive,3,Bachelor,73907.0,4,8.0,No,54,No,35,3,Yes,2021-09-11,No,Islamabad,Contract,5,0,0,73.907
182,51.0,Female,Marketing,Marketing Specialist,4,Master,81055.0,1,8.0,No,38,No,40,3,No,2026-05-11,No,Karachi,Full-Time,7,10,0,81.055
183,57.0,Female,Sales,Sales Executive,31,PhD,189117.0,4,4.0,Yes,55,No,18,15,Yes,2013-01-26,Yes,Karachi,Contract,10,0,1,189.117
184,42.0,Female,HR,HR Executive,7,Bachelor,147455.0,5,8.0,No,36,Yes,19,8,Yes,2017-08-19,No,Karachi,Full-Time,4,1,0,147.455
185,46.0,Female,Finance,Financial Analyst,22,Bachelor,165715.0,3,10.0,No,39,No,20,10,No,2016-09-07,No,Lahore,Contract,10,7,0,165.715
186,39.0,Female,Sales,Sales Manager,15,Bachelor,188828.0,3,3.0,Yes,42,Yes,14,9,No,2024-07-09,Yes,Karachi,Contract,8,15,1,188.828
187,35.0,Female,IT,DevOps Engineer,13,Master,163701.0,2,10.0,No,53,No,63,13,No,2015-04-29,No,Lahore,Contract,10,4,0,163.701
188,36.0,Female,IT,Software Engineer,12,Master,202455.0,1,4.0,Yes,48,No,78,11,No,2014-06-13,Yes,Faisalabad,Full-Time,6,3,1,202.455
189,29.0,Male,IT,DevOps Engineer,0,Master,40936.0,5,8.0,No,46,Yes,75,2,No,2018-04-28,No,Lahore,Contract,7,2,0,40.936
190,47.0,Female,HR,HR Executive,16,Master,185728.0,1,7.0,No,55,No,29,13,No,2017-12-03,No,Karachi,Contract,4,9,0,185.728
191,60.0,Female,Sales,Sales Executive,33,PhD,164311.0,2,4.0,Yes,42,Yes,9,8,No,2015-10-10,Yes,Rawalpindi,Contract,4,8,1,164.311
192,39.0,Male,Marketing,Marketing Specialist,12,Master,178821.0,4,8.0,Yes,40,No,41,12,Yes,2015-05-05,No,Rawalpindi,Full-Time,5,9,0,178.821
193,54.0,Female,IT,Software Engineer,19,PhD,191302.0,2,9.0,No,45,Yes,6,9,No,2025-06-11,No,Lahore,Full-Time,5,15,0,191.302
194,33.0,Female,Finance,Accountant,1,Bachelor,59464.0,4,6.0,No,35,Yes,65,2,Yes,2018-03-29,No,Peshawar,Full-Time,8,3,0,59.464
195,36.0,Male,Marketing,SEO Executive,4,Bachelor,96341.0,4,9.0,No,46,No,37,5,Yes,2024-07-07,No,Karachi,Contract,7,11,0,96.341
196,43.0,Female,Finance,Financial Analyst,3,Master,74846.0,2,10.0,No,39,No,8,6,No,2019-11-07,No,Peshawar,Full-Time,9,7,0,74.846
197,35.0,Male,Sales,Sales Manager,3,Master,78975.0,5,7.0,No,43,No,55,6,No,2012-05-09,No,Peshawar,Full-Time,5,13,0,78.975
198,59.0,Female,HR,HR Executive,7,Master,118901.0,1,10.0,No,39,Yes,71,6,No,2026-08-02,No,Rawalpindi,Contract,7,9,0,118.901
199,41.0,Female,Marketing,Marketing Specialist,9,Bachelor,129744.0,2,3.0,Yes,53,Yes,67,6,No,2024-02-19,Yes,Islamabad,Full-Time,6,9,1,129.744
200,25.0,Female,Finance,Accountant,1,Master,42818.0,3,6.0,No,41,Yes,42,3,No,2026-02-17,No,Islamabad,Full-Time,5,7,0,42.818
201,37.0,Female,Sales,Sales Manager,13,Master,189586.0,2,7.0,No,48,Yes,30,12,No,2025-06-28,No,Karachi,Contract,8,8,0,189.586
202,41.0,Female,Sales,Sales Executive,2,Master,57885.0,4,8.0,Yes,48,Yes,72,1,No,2024-04-29,No,Faisalabad,Contract,10,14,0,57.885
203,51.0,Female,Marketing,SEO Executive,13,Master,210461.0,5,7.0,Yes,48,Yes,43,8,No,2014-02-02,No,Rawalpindi,Contract,4,7,0,210.461
204,25.0,Female,HR,Recruiter,1,Master,55165.0,4,5.0,Yes,36,Yes,39,3,Yes,2018-11-17,No,Peshawar,Full-Time,10,3,0,55.165
205,43.0,Male,Finance,Financial Analyst,3,PhD,92989.0,5,8.0,No,52,Yes,33,4,No,2014-10-20,No,Faisalabad,Full-Time,5,4,0,92.989
206,34.0,Male,IT,Data Analyst,1,Bachelor,57033.0,2,9.0,No,38,Yes,69,1,No,2017-08-11,No,Lahore,Full-Time,5,14,0,57.033
207,41.0,Female,HR,Software Engineer,15,Bachelor,230315.0,5,8.0,Yes,48,Yes,28,15,Yes,2012-06-22,No,Lahore,Contract,4,4,0,230.315
208,52.0,Female,HR,HR Executive,18,Master,227170.0,3,9.0,No,43,No,18,15,No,2017-04-12,No,Peshawar,Full-Time,9,14,0,227.17
209,23.0,Female,Sales,Sales Executive,1,Bachelor,40361.0,3,9.0,No,55,Yes,50,3,No,2026-05-17,No,Faisalabad,Contract,4,4,0,40.361
210,22.0,Male,HR,Sales Manager,1,PhD,51430.0,5,8.0,Yes,51,Yes,24,3,No,2015-07-29,No,Faisalabad,Full-Time,7,11,0,51.43
211,39.0,Female,Sales,Sales Executive,12,Bachelor,199351.0,5,10.0,No,40,Yes,46,15,No,2023-05-10,No,Peshawar,Contract,9,11,0,199.351
212,23.0,Male,IT,Software Engineer,0,Bachelor,56365.0,4,7.0,Yes,42,Yes,27,3,Yes,2018-06-02,No,Peshawar,Full-Time,6,12,0,56.365
213,38.0,Male,IT,DevOps Engineer,1,PhD,65013.0,5,6.0,Yes,35,No,18,2,Yes,2017-12-09,No,Karachi,Contract,9,14,0,65.013
214,34.0,Female,Marketing,Marketing Specialist,7,Master,114778.0,2,8.0,Yes,51,Yes,79,7,No,2025-12-15,No,Peshawar,Contract,7,0,0,114.778
215,24.0,Male,IT,Software Engineer,0,Master,51164.0,5,5.0,Yes,41,No,69,1,Yes,2026-07-11,No,Rawalpindi,Full-Time,7,11,0,51.164
216,49.0,Female,IT,Data Analyst,27,Bachelor,166671.0,1,3.0,Yes,50,Yes,74,12,No,2019-12-07,Yes,Faisalabad,Full-Time,4,10,1,166.671
217,46.0,Female,Finance,Financial Analyst,2,Bachelor,57511.0,2,10.0,No,51,No,12,3,No,2022-05-16,No,Islamabad,Full-Time,10,3,0,57.511
218,23.0,Male,Sales,Sales Manager,1,Master,50962.0,2,6.0,No,52,Yes,35,1,No,2013-12-01,No,Islamabad,Full-Time,5,15,0,50.962
219,44.0,Male,Marketing,Marketing Specialist,13,PhD,222276.0,2,8.0,Yes,36,Yes,68,15,No,2016-01-17,No,Peshawar,Full-Time,6,7,0,222.276
220,52.0,Female,Finance,Financial Analyst,14,Bachelor,175712.0,1,6.0,Yes,50,No,53,14,No,2026-02-15,No,Karachi,Full-Time,8,4,0,175.712
221,29.0,Female,Sales,Sales Executive,1,PhD,46345.0,4,4.0,Yes,42,Yes,80,2,No,2020-04-13,No,Islamabad,Contract,4,0,0,46.345
222,22.0,Male,Marketing,Marketing Specialist,0,Bachelor,54370.0,3,10.0,No,45,Yes,42,1,No,2019-09-23,No,Karachi,Full-Time,4,4,0,54.37
223,29.0,Male,Sales,Sales Manager,1,Master,56217.0,3,7.0,No,42,No,51,3,No,2022-10-25,No,Faisalabad,Full-Time,10,9,0,56.217
224,42.0,Male,Marketing,SEO Executive,1,Master,49167.0,2,3.0,Yes,51,No,75,1,No,2012-06-14,Yes,Rawalpindi,Contract,5,6,1,49.167
225,37.0,Female,HR,HR Executive,14,Bachelor,154424.0,3,10.0,No,47,Yes,12,12,No,2020-05-10,No,Karachi,Contract,8,8,0,154.424
226,23.0,Female,Sales,Sales Manager,1,Master,46741.0,2,3.0,Yes,48,No,9,2,No,2019-02-20,No,Karachi,Full-Time,9,11,0,46.741
227,59.0,Male,Finance,Financial Analyst,1,Master,68368.0,1,9.0,No,38,No,73,2,No,2024-05-21,No,Peshawar,Contract,10,14,0,68.368
228,32.0,Female,Marketing,SEO Executive,7,PhD,100995.0,3,6.0,No,42,No,78,8,No,2013-12-15,No,Lahore,Full-Time,4,12,0,100.995
229,45.0,Female,Marketing,SEO Executive,21,Master,166293.0,5,6.0,No,45,Yes,61,12,No,2026-01-03,No,Peshawar,Full-Time,9,14,0,166.293
230,24.0,Female,IT,Data Analyst,3,PhD,83389.0,5,8.0,No,43,Yes,61,3,No,2012-10-17,No,Faisalabad,Full-Time,4,5,0,83.389
231,30.0,Male,Finance,Financial Analyst,2,Bachelor,47624.0,1,6.0,No,51,No,10,1,No,2014-05-20,No,Faisalabad,Full-Time,5,7,0,47.624
232,23.0,Female,Finance,Financial Analyst,2,PhD,51459.0,1,5.0,Yes,49,Yes,35,1,No,2020-07-09,No,Karachi,Full-Time,8,6,0,51.459
233,48.0,Male,Marketing,SEO Executive,20,Master,153236.0,5,8.0,No,46,No,52,13,Yes,2021-09-21,No,Islamabad,Full-Time,10,15,0,153.236
234,24.0,Female,HR,Recruiter,1,PhD,59956.0,3,7.0,No,51,Yes,53,1,No,2015-02-14,No,Karachi,Full-Time,8,1,0,59.956
235,26.0,Male,Sales,Sales Executive,4,PhD,87660.0,5,7.0,No,36,No,45,3,No,2013-05-23,No,Faisalabad,Contract,10,8,0,87.66
236,37.0,Female,HR,Recruiter,7,Master,145421.0,4,8.0,No,48,Yes,50,7,No,2024-12-12,No,Islamabad,Full-Time,9,2,0,145.421
237,50.0,Female,Marketing,Marketing Specialist,7,PhD,126713.0,2,6.0,No,43,No,45,10,No,2015-04-16,No,Lahore,Full-Time,8,3,0,126.713
238,54.0,Male,Sales,Sales Manager,31,PhD,209515.0,2,6.0,No,48,No,17,8,No,2020-07-06,No,Lahore,Full-Time,4,4,0,209.515
239,32.0,Male,Sales,Sales Executive,2,PhD,69630.0,3,5.0,Yes,47,No,20,2,No,2020-11-19,No,Faisalabad,Contract,5,10,0,69.63
240,24.0,Male,Marketing,Marketing Specialist,2,Master,64271.0,3,4.0,Yes,50,Yes,80,2,No,2017-11-18,Yes,Rawalpindi,Contract,10,2,1,64.271
241,51.0,Female,Marketing,SEO Executive,10,Master,106350.0,3,6.0,Yes,45,No,41,7,No,2020-05-07,No,Lahore,Contract,7,10,0,106.35
242,31.0,Male,Finance,Accountant,3,Master,88846.0,1,6.0,Yes,44,Yes,41,5,No,2019-06-09,No,Faisalabad,Contract,6,8,0,88.846
243,32.0,Female,Sales,Sales Executive,4,PhD,91837.0,2,3.0,Yes,41,Yes,10,5,No,2025-08-13,Yes,Karachi,Full-Time,4,6,1,91.837
244,35.0,Female,IT,Data Analyst,9,Master,134137.0,4,5.0,Yes,38,No,60,7,Yes,2014-08-29,No,Peshawar,Contract,6,15,0,134.137
245,29.0,Female,HR,Recruiter,1,PhD,50718.0,5,9.0,No,43,Yes,45,1,Yes,2022-05-04,No,Lahore,Full-Time,6,1,0,50.718
246,34.0,Male,Marketing,SEO Executive,10,PhD,108970.0,4,6.0,Yes,42,No,65,10,Yes,2015-03-05,No,Karachi,Full-Time,10,4,0,108.97
247,30.0,Male,Sales,Sales Manager,1,PhD,40104.0,1,8.0,Yes,52,Yes,9,2,No,2017-07-13,No,Peshawar,Full-Time,7,13,0,40.104
248,59.0,Male,Finance,Financial Analyst,22,Master,189334.0,3,8.0,No,50,No,50,11,No,2021-09-02,No,Faisalabad,Full-Time,9,15,0,189.334
249,29.0,Female,IT,Software Engineer,6,Master,143412.0,1,7.0,No,49,Yes,49,9,No,2016-02-04,No,Islamabad,Full-Time,5,12,0,143.412
250,60.0,Female,Sales,Sales Manager,15,Bachelor,216517.0,4,9.0,No,52,No,45,11,No,2016-05-03,No,Karachi,Contract,4,13,0,216.517
251,38.0,Male,Sales,Sales Manager,8,Master,122271.0,3,8.0,Yes,48,Yes,73,6,No,2022-11-15,No,Peshawar,Full-Time,7,6,0,122.271
252,43.0,Male,IT,DevOps Engineer,19,PhD,199700.0,3,5.0,Yes,52,Yes,71,9,No,2012-09-06,No,Karachi,Full-Time,6,6,0,199.7
253,32.0,Female,Marketing,Marketing Specialist,11,Bachelor,199005.0,4,7.0,Yes,52,Yes,9,13,Yes,2018-06-20,No,Karachi,Full-Time,5,0,0,199.005
254,53.0,Male,Marketing,SEO Executive,10,Master,115073.0,1,6.0,No,38,No,21,7,No,2026-07-28,No,Islamabad,Full-Time,6,8,0,115.073
255,54.0,Female,IT,Software Engineer,1,Bachelor,43131.0,5,7.0,Yes,47,No,46,3,Yes,2026-07-15,No,Peshawar,Full-Time,10,13,0,43.131
256,51.0,Male,Finance,Financial Analyst,3,Master,82339.0,4,10.0,No,42,No,66,5,Yes,2012-09-10,No,Peshawar,Contract,4,9,0,82.339
257,53.0,Female,Sales,Sales Executive,23,PhD,209279.0,5,7.0,Yes,47,No,52,11,Yes,2014-10-16,No,Peshawar,Full-Time,4,15,0,209.279
258,31.0,Male,Finance,Financial Analyst,1,PhD,68338.0,5,3.0,Yes,37,No,65,2,No,2015-07-29,Yes,Lahore,Full-Time,5,7,1,68.338
259,43.0,Male,Sales,Sales Manager,1,Master,68554.0,3,8.0,No,41,No,45,1,No,2025-08-05,No,Peshawar,Contract,9,7,0,68.554
260,54.0,Male,Sales,Sales Manager,6,Master,124620.0,1,3.0,Yes,51,Yes,30,7,No,2024-10-22,Yes,Peshawar,Full-Time,5,14,1,124.62
261,32.0,Female,Sales,Sales Manager,2,PhD,53087.0,3,10.0,No,48,No,71,1,No,2024-10-13,No,Faisalabad,Contract,4,10,0,53.087
262,31.0,Female,Finance,Accountant,8,PhD,134038.0,3,7.0,Yes,49,No,22,10,No,2017-02-19,No,Lahore,Contract,7,5,0,134.038
263,42.0,Female,Sales,Sales Executive,5,Bachelor,70183.0,2,10.0,No,38,No,17,5,No,2013-12-17,No,Rawalpindi,Full-Time,5,1,0,70.183
264,26.0,Female,Sales,Sales Executive,5,PhD,90605.0,2,8.0,No,44,No,52,3,No,2024-02-07,No,Lahore,Contract,6,12,0,90.605
265,26.0,Male,Marketing,Marketing Specialist,0,PhD,119197.5,5,10.0,No,39,No,78,2,No,2022-02-23,No,Lahore,Contract,4,8,0,119.1975
266,22.0,Male,HR,HR Executive,0,Bachelor,44696.0,4,10.0,No,35,Yes,11,1,No,2020-10-08,No,Faisalabad,Full-Time,10,4,0,44.696
267,42.0,Female,Sales,Sales Manager,16,Bachelor,199454.0,4,8.0,No,44,Yes,32,14,Yes,2026-05-28,No,Lahore,Contract,6,5,0,199.454
268,53.0,Female,Sales,Sales Manager,7,PhD,111666.0,3,9.0,No,49,No,32,6,No,2021-05-28,No,Rawalpindi,Contract,10,6,0,111.666
269,22.0,Male,Finance,Accountant,1,Master,40183.0,3,10.0,No,38,No,69,3,No,2011-09-17,No,Faisalabad,Full-Time,6,0,0,40.183
270,39.0,Female,Finance,Accountant,12,Bachelor,185936.0,5,9.0,No,35,No,67,8,Yes,2023-11-07,No,Peshawar,Contract,10,5,0,185.936
271,23.0,Male,IT,Data Analyst,2,PhD,42713.0,1,4.0,Yes,49,No,17,2,No,2016-02-01,No,Lahore,Full-Time,4,8,0,42.713
272,43.0,Female,Marketing,Marketing Specialist,22,Bachelor,217677.0,4,8.0,Yes,36,Yes,69,8,No,2021-07-18,No,Faisalabad,Contract,7,4,0,217.677
273,50.0,Male,IT,Software Engineer,8,PhD,111335.0,3,10.0,No,52,Yes,48,6,No,2025-09-05,No,Lahore,Contract,6,14,0,111.335
274,51.0,Male,IT,DevOps Engineer,3,Bachelor,76083.0,5,6.0,Yes,35,Yes,32,5,Yes,2013-08-10,No,Lahore,Full-Time,9,11,0,76.083
275,34.0,Male,HR,Recruiter,4,Bachelor,75832.0,2,7.0,No,45,Yes,29,5,No,2013-04-29,No,Rawalpindi,Contract,8,8,0,75.832
276,38.0,Female,HR,Recruiter,8,Bachelor,137925.0,3,7.0,No,55,Yes,9,8,No,2013-03-14,No,Rawalpindi,Contract,10,12,0,137.925
277,49.0,Female,Marketing,Marketing Specialist,20,PhD,194850.0,1,6.0,No,41,Yes,64,12,No,2019-11-23,No,Islamabad,Full-Time,8,8,0,194.85
278,33.0,Female,IT,DevOps Engineer,2,Master,52198.0,4,3.0,Yes,53,No,18,3,Yes,2015-09-06,Yes,Faisalabad,Contract,9,11,1,52.198
279,43.0,Male,Sales,Sales Manager,5,Master,85297.0,1,7.0,No,54,No,56,4,No,2020-08-31,No,Islamabad,Full-Time,7,15,0,85.297
280,60.0,Female,Finance,Financial Analyst,30,PhD,155259.0,5,10.0,No,48,No,78,11,Yes,2022-05-11,No,Rawalpindi,Contract,4,12,0,155.259
281,40.0,Male,HR,HR Executive,18,Bachelor,157051.0,3,9.0,No,39,No,55,9,No,2014-08-25,No,Lahore,Contract,10,5,0,157.051
282,31.0,Male,IT,DevOps Engineer,2,Master,46048.0,2,3.0,Yes,37,Yes,76,1,No,2021-02-08,Yes,Islamabad,Full-Time,7,11,1,46.048
283,28.0,Female,HR,Recruiter,6,PhD,143806.0,4,4.0,Yes,42,No,21,9,No,2015-07-22,Yes,Lahore,Contract,9,10,1,143.806
284,60.0,Female,Finance,Financial Analyst,34,Bachelor,237802.0,2,7.0,Yes,40,No,51,8,No,2018-12-03,No,Islamabad,Contract,8,10,0,237.802
285,60.0,Female,IT,DevOps Engineer,4,PhD,86382.0,1,7.0,No,44,Yes,48,4,No,2025-03-05,No,Lahore,Full-Time,5,12,0,86.382
286,40.0,Female,Sales,Sales Executive,12,PhD,184212.0,2,8.0,Yes,47,No,15,14,No,2024-04-14,No,Karachi,Full-Time,5,11,0,184.212
287,47.0,Male,IT,DevOps Engineer,5,Master,92488.0,1,9.0,No,55,No,11,6,No,2012-12-23,No,Lahore,Contract,7,9,0,92.488
288,60.0,Female,Finance,Accountant,32,Master,220126.0,1,6.0,No,40,No,15,13,No,2017-12-12,No,Rawalpindi,Contract,10,4,0,220.126
289,34.0,Female,Finance,Financial Analyst,6,Bachelor,102611.0,4,5.0,Yes,46,No,37,6,No,2015-09-29,No,Rawalpindi,Contract,7,13,0,102.611
290,39.0,Male,IT,DevOps Engineer,9,Master,129279.0,3,4.0,Yes,36,No,9,8,No,2011-08-25,Yes,Rawalpindi,Full-Time,9,12,1,129.279
291,28.0,Male,IT,DevOps Engineer,2,PhD,69252.0,3,5.0,Yes,54,No,10,2,No,2023-02-28,No,Rawalpindi,Contract,7,2,0,69.252
292,31.0,Male,Finance,Accountant,6,PhD,122136.0,4,3.0,Yes,35,No,15,8,Yes,2021-02-24,No,Peshawar,Full-Time,7,13,0,122.136
293,54.0,Male,Finance,Financial Analyst,3,Master,77051.0,3,8.0,No,40,Yes,56,6,No,2015-07-11,No,Faisalabad,Contract,9,5,0,77.051
294,48.0,Male,Finance,Accountant,0,Master,49003.0,4,6.0,No,55,Yes,33,2,No,2022-09-18,No,Peshawar,Full-Time,8,7,0,49.003
295,40.0,Female,HR,HR Executive,18,Master,220969.0,4,9.0,No,35,No,45,14,Yes,2019-11-14,No,Peshawar,Contract,8,11,0,220.969
296,35.0,Male,Sales,Sales Manager,10,Master,102114.0,1,8.0,No,50,Yes,31,10,No,2018-01-04,No,Islamabad,Contract,9,11,0,102.114
297,50.0,Female,Finance,Financial Analyst,0,Bachelor,60455.0,5,4.0,Yes,48,No,76,2,No,2011-09-27,No,Faisalabad,Full-Time,7,15,0,60.455
298,60.0,Male,HR,Recruiter,6,Master,107250.0,3,9.0,No,40,No,50,10,No,2012-09-21,No,Lahore,Full-Time,5,6,0,107.25
299,42.0,Female,HR,SEO Executive,20,Bachelor,215838.0,2,7.0,No,47,No,41,14,No,2024-11-03,No,Peshawar,Contract,10,14,0,215.838
300,40.0,Male,HR,Recruiter,17,Master,239568.0,4,6.0,No,55,No,57,9,Yes,2025-02-25,No,Rawalpindi,Full-Time,8,6,0,239.568
301,60.0,Female,HR,HR Executive,1,Master,45454.0,4,7.0,No,37,Yes,54,3,No,2019-10-12,No,Karachi,Full-Time,9,6,0,45.454
302,33.0,Female,Finance,Accountant,11,Bachelor,188401.0,1,7.0,No,53,No,36,9,No,2024-02-11,No,Islamabad,Full-Time,5,14,0,188.401
303,54.0,Male,HR,Recruiter,21,Bachelor,244640.0,1,9.0,No,36,No,54,9,No,2020-05-01,No,Lahore,Contract,9,2,0,244.64
304,60.0,Male,Finance,Accountant,28,Master,188399.0,1,7.0,No,47,No,20,14,No,2013-10-25,No,Peshawar,Full-Time,6,3,0,188.399
305,32.0,Female,Finance,Accountant,6,PhD,115929.0,2,7.0,No,38,Yes,63,9,No,2013-07-04,No,Islamabad,Full-Time,6,15,0,115.929
306,40.0,Female,Finance,Financial Analyst,10,Master,137239.0,5,5.0,Yes,39,No,8,8,No,2016-03-20,No,Peshawar,Contract,4,7,0,137.239
307,32.0,Female,HR,Financial Analyst,7,PhD,110121.0,2,7.0,No,44,No,34,7,No,2025-01-29,No,Rawalpindi,Contract,8,0,0,110.121
308,31.0,Male,Marketing,SEO Executive,4,Master,85629.0,3,7.0,No,39,No,53,4,No,2023-07-15,No,Peshawar,Contract,9,15,0,85.629
309,33.0,Female,Marketing,SEO Executive,6,Bachelor,122437.0,3,5.0,Yes,42,No,20,7,No,2024-07-03,No,Peshawar,Full-Time,5,6,0,122.437
310,58.0,Male,Sales,Sales Manager,33,Bachelor,197652.0,4,6.0,No,38,Yes,39,8,No,2025-01-29,No,Peshawar,Full-Time,9,2,0,197.652
311,37.0,Female,Marketing,Marketing Specialist,5,PhD,77482.0,2,6.0,No,54,No,16,6,No,2014-09-30,No,Peshawar,Full-Time,4,6,0,77.482
312,25.0,Male,HR,Recruiter,1,Bachelor,55213.0,5,6.0,No,36,Yes,30,1,No,2015-05-04,No,Faisalabad,Contract,10,15,0,55.213
313,34.0,Male,IT,Data Analyst,8,PhD,119658.0,1,3.0,Yes,48,No,29,10,No,2013-02-19,Yes,Lahore,Contract,8,14,1,119.658
314,53.0,Male,Sales,Sales Manager,21,PhD,234578.0,3,8.0,Yes,52,No,40,12,No,2023-04-19,No,Rawalpindi,Contract,10,9,0,234.578
315,33.0,Female,Sales,Sales Executive,0,Master,119197.5,2,10.0,No,48,Yes,61,1,No,2024-11-09,No,Faisalabad,Contract,4,10,0,119.1975
316,28.0,Male,HR,HR Executive,3,Master,80486.0,1,4.0,Yes,44,Yes,46,6,No,2017-09-09,Yes,Faisalabad,Contract,9,5,1,80.486
317,32.0,Female,HR,HR Executive,8,Master,147609.0,2,8.0,No,50,No,23,8,No,2020-11-26,No,Peshawar,Contract,6,9,0,147.609
318,50.0,Female,Finance,Financial Analyst,13,PhD,150743.0,1,8.0,Yes,46,No,40,14,No,2013-11-29,No,Rawalpindi,Contract,7,0,0,150.743
319,38.0,Female,HR,HR Executive,11,Bachelor,200122.0,5,3.0,Yes,41,No,40,13,Yes,2025-07-17,Yes,Islamabad,Contract,8,3,1,200.122
320,40.0,Female,Finance,Financial Analyst,2,PhD,48186.0,5,5.0,Yes,47,Yes,12,2,No,2024-07-25,No,Rawalpindi,Contract,8,10,0,48.186
321,29.0,Female,Sales,Sales Manager,2,PhD,65403.0,4,7.0,Yes,39,No,78,3,Yes,2026-03-28,No,Karachi,Contract,10,6,0,65.403
322,42.0,Female,Sales,Sales Executive,17,PhD,168411.0,3,7.0,No,46,Yes,28,9,No,2023-10-04,No,Islamabad,Full-Time,10,10,0,168.411
323,45.0,Female,HR,Recruiter,6,PhD,116735.0,1,6.0,No,38,No,55,10,No,2024-10-25,No,Peshawar,Contract,5,15,0,116.735
324,54.0,Female,Marketing,Marketing Specialist,1,PhD,56522.0,5,10.0,No,44,Yes,14,2,Yes,2011-12-19,No,Rawalpindi,Full-Time,7,2,0,56.522
325,54.0,Male,Marketing,Marketing Specialist,29,PhD,248554.0,4,6.0,No,43,No,24,9,Yes,2022-08-23,No,Peshawar,Full-Time,10,10,0,248.554
326,51.0,Female,Marketing,SEO Executive,28,Bachelor,150832.0,1,7.0,No,42,No,24,14,No,2016-07-30,No,Rawalpindi,Contract,4,8,0,150.832
327,56.0,Female,Marketing,SEO Executive,12,PhD,174752.0,2,4.0,Yes,40,Yes,73,10,No,2025-07-22,No,Karachi,Full-Time,6,1,0,174.752
328,42.0,Female,Finance,Accountant,7,PhD,119852.0,4,6.0,Yes,42,No,8,7,Yes,2023-08-18,No,Lahore,Full-Time,6,4,0,119.852
329,50.0,Male,Sales,Sales Executive,12,Bachelor,202321.0,2,4.0,Yes,47,Yes,27,11,No,2024-07-22,Yes,Rawalpindi,Contract,10,3,1,202.321
330,60.0,Female,IT,Data Analyst,20,Master,161900.0,4,6.0,Yes,51,No,7,13,No,2023-10-04,No,Lahore,Full-Time,6,0,0,161.9
331,44.0,Female,Sales,Sales Executive,9,Bachelor,115031.0,4,7.0,No,35,No,10,6,Yes,2015-08-06,No,Rawalpindi,Contract,7,4,0,115.031
332,30.0,Male,Marketing,Marketing Specialist,2,PhD,42004.0,2,7.0,No,44,No,25,3,No,2023-05-29,No,Rawalpindi,Full-Time,10,13,0,42.004
333,33.0,Female,HR,HR Executive,1,Bachelor,46687.0,4,8.0,No,46,No,8,2,Yes,2013-03-20,No,Karachi,Contract,9,0,0,46.687
334,31.0,Female,Sales,Sales Executive,0,PhD,45182.0,1,6.0,Yes,42,No,13,1,No,2024-09-04,No,Rawalpindi,Full-Time,6,3,0,45.182
335,56.0,Female,Sales,Sales Manager,8,PhD,120409.0,4,9.0,No,39,No,17,9,Yes,2024-06-22,No,Peshawar,Full-Time,6,15,0,120.409
336,54.0,Male,HR,HR Executive,9,Bachelor,148705.0,4,7.0,Yes,54,Yes,33,6,No,2014-12-06,Yes,Peshawar,Full-Time,6,8,1,148.705
