Age,Gender,Experience,Salary,Performance_Score,Job_Satisfaction,Overtime,Work_Hours,Remote_Work,Training_Hours,Projects,Promotion_Last_5Yrs,Manager_Rating,Sick_Leaves,Years_At_Company,Previous_Experience,Salary_Per_Experience,Workload_Score,Department_HR,Department_IT,Department_Marketing,Department_Sales,Job_Role_Data Analyst,Job_Role_DevOps Engineer,Job_Role_Financial Analyst,Job_Role_HR Executive,Job_Role_Marketing Specialist,Job_Role_Recruiter,Job_Role_SEO Executive,Job_Role_Sales Executive,Job_Role_Sales Manager,Job_Role_Software Engineer,Education_Master,Education_PhD,City_Islamabad,City_Karachi,City_Lahore,City_Peshawar,City_Rawalpindi,Employment_Type_Full-Time,Salary_Band_Medium,Salary_Band_High,Salary_Band_Very High,Experience_Band_Junior,Experience_Band_Mid Level,Experience_Band_Senior,Satisfaction_Category_Medium,Satisfaction_Category_High,Performance_Category_Average,Performance_Category_High
28.0,1,4,99378.0,2,6.0,1,47,0,73,3,No,6,12,12.3,0.0,24844.5,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
38.0,0,16,168700.0,5,8.0,1,43,0,36,14,No,9,13,1.3,14.7,10543.75,18.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1
44.0,1,16,218235.0,3,6.0,0,37,0,45,11,No,9,2,1.9,14.1,13639.69,14.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
37.0,0,5,94360.0,5,10.0,0,35,1,66,5,Yes,7,15,10.5,0.0,18872.0,8.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1
34.0,0,11,182011.0,5,4.0,1,40,1,14,8,No,7,11,5.4,5.6,16546.45,12.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
46.0,0,11,220663.0,3,10.0,0,50,0,32,9,No,6,0,5.9,5.1,20060.27,14.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
41.0,0,14,196628.0,5,8.0,0,45,0,18,8,Yes,7,0,12.7,1.3,14044.86,12.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1
22.0,0,1,57337.0,2,7.0,0,38,1,24,3,No,7,8,3.6,0.0,57337.0,6.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
45.0,1,11,164246.0,4,7.0,0,39,0,5,15,Yes,5,11,6.9,4.1,14931.45,18.9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
24.0,0,3,99523.0,2,9.0,0,41,0,20,3,No,9,13,3.3,0.0,33174.33,7.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
30.0,1,6,108612.0,1,8.0,1,35,1,49,6,No,10,0,7.1,0.0,18102.0,9.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
43.0,1,19,212939.0,3,7.0,0,37,1,24,12,No,7,5,15.0,4.0,11207.32,15.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
38.0,0,13,241900.0,2,6.0,1,53,1,20,10,No,10,4,10.1,2.9,18607.69,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0
34.0,0,6,105959.0,4,9.0,0,51,1,33,6,No,7,10,14.7,0.0,17659.83,11.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
49.0,0,9,118386.0,4,3.0,1,45,1,10,8,No,5,0,1.1,7.9,13154.0,12.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
39.0,0,13,197655.0,3,8.0,1,38,1,47,13,No,4,11,1.8,11.2,15204.23,16.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
37.0,1,6,106970.0,5,3.0,1,36,1,62,7,No,4,3,2.5,3.5,17828.33,10.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
56.0,0,2,58038.0,3,9.0,0,52,0,62,3,No,10,3,10.4,0.0,29019.0,8.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
48.0,0,5,79491.0,5,7.0,0,41,0,73,3,No,4,2,14.1,0.0,15898.2,7.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
57.0,1,25,174125.0,2,5.0,1,41,0,69,8,No,8,8,1.8,23.2,6965.0,12.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
39.0,0,5,79563.0,2,10.0,0,39,1,36,3,No,6,6,0.8,4.2,15912.6,6.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
44.0,1,10,147322.0,4,7.0,0,44,1,6,7,No,8,11,13.7,0.0,14732.2,11.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
23.0,0,2,61424.0,5,7.0,0,41,1,46,2,No,8,8,7.7,0.0,30712.0,6.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
36.0,1,11,215006.0,4,3.0,1,40,0,28,10,No,5,9,14.0,0.0,19546.0,14.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
40.0,0,4,78036.0,4,6.0,1,51,1,17,6,Yes,4,12,3.6,0.4,19509.0,11.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
24.0,0,1,60558.0,1,4.0,1,35,0,15,3,No,10,6,3.5,0.0,60558.0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32.0,1,5,71830.0,5,3.0,1,35,1,74,5,No,4,9,13.1,0.0,14366.0,8.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
23.0,0,1,61474.0,2,4.0,1,47,0,26,2,No,9,3,7.9,0.0,61474.0,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26.0,1,0,59808.0,2,8.0,0,51,1,59,1,No,7,4,6.8,0.0,59808.0,6.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
44.0,0,8,117393.0,1,6.0,1,39,0,23,6,No,10,12,11.0,0.0,14674.12,9.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
29.0,1,4,74179.0,4,10.0,0,45,0,66,4,No,6,13,1.9,2.1,18544.75,8.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
46.0,1,17,219792.0,4,8.0,0,53,1,16,11,Yes,4,7,8.7,8.3,12928.94,16.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
45.0,1,4,81824.0,3,6.0,0,39,1,31,4,No,7,7,11.8,0.0,20456.0,7.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
31.0,1,0,41772.0,1,4.0,1,53,0,25,3,No,9,0,6.9,0.0,41772.0,8.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37.0,0,0,65081.0,4,9.0,0,39,0,57,1,Yes,9,10,4.1,0.0,65081.0,4.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
31.0,0,10,132983.0,1,7.0,0,48,0,78,7,No,7,9,12.0,0.0,13298.3,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
39.0,0,16,202481.0,2,8.0,1,40,0,66,8,No,7,10,10.3,5.7,12655.06,12.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
32.0,0,5,78844.0,1,7.0,0,46,1,35,3,No,4,9,0.1,4.9,15768.8,7.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0
26.0,0,4,88077.0,1,3.0,1,43,1,77,4,No,5,15,5.3,0.0,22019.25,8.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
41.0,0,11,191218.0,3,10.0,0,38,0,69,14,No,5,3,8.4,2.6,17383.45,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0
59.0,1,30,171131.0,4,8.0,1,55,1,32,10,Yes,4,4,7.2,22.8,5704.37,15.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
50.0,0,10,102622.0,2,3.0,1,54,1,77,9,No,5,15,13.2,0.0,10262.2,14.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
57.0,0,31,172245.0,2,7.0,0,43,0,16,12,No,4,2,11.6,19.4,5556.29,16.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
52.0,1,28,224545.0,1,8.0,0,44,0,21,15,No,6,14,9.9,18.1,8019.46,19.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
45.0,0,21,184449.0,5,5.0,1,36,1,24,8,No,9,3,6.2,14.8,8783.29,11.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
26.0,0,3,81433.0,4,6.0,0,52,1,15,6,No,9,5,11.6,0.0,27144.33,11.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1
47.0,1,2,46967.0,4,9.0,0,43,1,74,3,Yes,4,4,11.7,0.0,23483.5,7.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
58.0,0,24,212050.0,1,6.0,0,35,0,37,11,No,5,5,13.9,10.1,8835.42,14.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
39.0,1,2,68550.0,5,5.0,1,43,1,16,2,No,5,13,5.5,0.0,34275.0,6.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
44.0,1,15,241316.0,3,6.0,0,53,1,76,14,No,9,6,11.6,3.4,16087.73,19.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
42.0,1,0,56365.0,1,9.0,0,48,1,62,2,No,10,4,1.4,0.0,56365.0,6.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
24.0,0,1,59691.0,2,3.0,1,41,1,52,2,No,6,11,2.1,0.0,59691.0,6.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
53.0,1,26,221102.0,5,5.0,1,45,1,63,14,Yes,10,13,13.9,12.1,8503.92,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
56.0,1,24,233113.0,5,7.0,1,38,1,16,12,No,10,0,11.4,12.6,9713.04,15.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
56.0,0,28,237518.0,4,9.0,0,42,0,19,12,Yes,5,6,5.0,23.0,8482.79,16.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
48.0,1,0,48769.0,3,3.0,1,48,1,58,3,No,6,1,11.8,0.0,48769.0,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
55.0,1,21,181697.0,2,7.0,0,55,1,78,14,No,8,13,13.0,8.0,8652.24,19.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
47.0,1,16,163051.0,5,8.0,0,55,0,75,10,Yes,4,5,1.0,15.0,10190.69,15.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1
23.0,1,0,40911.0,5,8.0,0,53,1,21,3,Yes,4,14,6.4,0.0,40911.0,8.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
41.0,0,17,184141.0,3,7.0,1,39,1,19,8,No,4,14,7.9,9.1,10831.82,11.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
31.0,1,4,119197.5,2,9.0,0,38,1,57,5,No,7,2,3.2,0.8,29799.38,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
48.0,1,10,111783.0,1,6.0,1,53,1,48,8,No,5,11,2.9,7.1,11178.3,13.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0
32.0,1,1,57562.0,5,3.0,1,39,0,19,1,No,8,6,12.2,0.0,57562.0,4.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30.0,1,4,81421.0,4,7.0,0,50,0,29,5,Yes,9,8,13.6,0.0,20355.25,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
28.0,1,2,54203.0,4,7.0,0,43,1,54,2,No,8,13,8.5,0.0,27101.5,6.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
50.0,0,28,226922.0,3,7.0,0,55,0,8,14,No,8,3,8.7,19.3,8104.36,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
33.0,1,3,82188.0,3,9.0,0,35,1,47,4,No,4,6,8.0,0.0,27396.0,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
36.0,0,12,219109.0,1,5.0,1,43,0,60,11,No,8,10,4.1,7.9,18259.08,15.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
25.0,1,3,73907.0,4,8.0,0,54,0,35,3,Yes,5,0,4.9,0.0,24635.67,8.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
51.0,1,4,81055.0,1,8.0,0,38,0,40,3,No,7,10,0.2,3.8,20263.75,6.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
57.0,1,31,189117.0,4,4.0,1,55,0,18,15,Yes,10,0,13.5,17.5,6100.55,20.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
42.0,1,7,147455.0,5,8.0,0,36,1,19,8,Yes,4,1,9.0,0.0,21065.0,11.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
46.0,1,22,165715.0,3,10.0,0,39,0,20,10,No,10,7,9.9,12.1,7532.5,13.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
39.0,1,15,188828.0,3,3.0,1,42,1,14,9,No,8,15,2.1,12.9,12588.53,13.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
35.0,1,13,163701.0,2,10.0,0,53,0,63,13,No,10,4,11.3,1.7,12592.38,18.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
36.0,1,12,202455.0,1,4.0,1,48,0,78,11,No,6,3,12.2,0.0,16871.25,15.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
29.0,0,0,40936.0,5,8.0,0,46,1,75,2,No,7,2,8.3,0.0,40936.0,6.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
47.0,1,16,185728.0,1,7.0,0,55,0,29,13,No,4,9,8.7,7.3,11608.0,18.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
60.0,1,33,164311.0,2,4.0,1,42,1,9,8,No,4,8,10.8,22.2,4979.12,12.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
39.0,0,12,178821.0,4,8.0,1,40,0,41,12,Yes,5,9,11.3,0.7,14901.75,16.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1
54.0,1,19,191302.0,2,9.0,0,45,1,6,9,No,5,15,1.2,17.8,10068.53,13.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
33.0,1,1,59464.0,4,6.0,0,35,1,65,2,Yes,8,3,8.4,0.0,59464.0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
36.0,0,4,96341.0,4,9.0,0,46,0,37,5,Yes,7,11,2.1,1.9,24085.25,9.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
43.0,1,3,74846.0,2,10.0,0,39,0,8,6,No,9,7,6.8,0.0,24948.67,9.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
35.0,0,3,78975.0,5,7.0,0,43,0,55,6,No,5,13,14.2,0.0,26325.0,10.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1
59.0,1,7,118901.0,1,10.0,0,39,1,71,6,No,7,9,0.0,7.0,16985.86,9.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
41.0,1,9,129744.0,2,3.0,1,53,1,67,6,No,6,9,2.5,6.5,14416.0,11.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
25.0,1,1,42818.0,3,6.0,0,41,1,42,3,No,5,7,0.5,0.5,42818.0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
37.0,1,13,189586.0,2,7.0,0,48,1,30,12,No,8,8,1.1,11.9,14583.54,16.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
41.0,1,2,57885.0,4,8.0,1,48,1,72,1,No,10,14,2.3,0.0,28942.5,5.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
51.0,1,13,210461.0,5,7.0,1,48,1,43,8,No,4,7,12.5,0.5,16189.31,12.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
25.0,1,1,55165.0,4,5.0,1,36,1,39,3,Yes,10,3,7.7,0.0,55165.0,6.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
43.0,0,3,92989.0,5,8.0,0,52,1,33,4,No,5,4,11.8,0.0,30996.33,9.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
34.0,0,1,57033.0,2,9.0,0,38,1,69,1,No,5,14,9.0,0.0,57033.0,4.8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
41.0,1,15,230315.0,5,8.0,1,48,1,28,15,Yes,4,4,14.1,0.9,15354.33,19.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
52.0,1,18,227170.0,3,9.0,0,43,0,18,15,No,9,14,9.3,8.7,12620.56,19.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0
23.0,1,1,40361.0,3,9.0,0,55,1,50,3,No,4,4,0.2,0.8,40361.0,8.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
22.0,0,1,51430.0,5,8.0,1,51,1,24,3,No,7,11,11.0,0.0,51430.0,8.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
39.0,1,12,199351.0,5,10.0,0,40,1,46,15,No,9,11,3.2,8.8,16612.58,19.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
23.0,0,0,56365.0,4,7.0,1,42,1,27,3,Yes,6,12,8.2,0.0,56365.0,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
38.0,0,1,65013.0,5,6.0,1,35,0,18,2,Yes,9,14,8.7,0.0,65013.0,5.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34.0,1,7,114778.0,2,8.0,1,51,1,79,7,No,7,0,0.6,6.4,16396.86,12.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
24.0,0,0,51164.0,5,5.0,1,41,0,69,1,Yes,7,11,0.1,0.0,51164.0,5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
49.0,1,27,166671.0,1,3.0,1,50,1,74,12,No,4,10,6.7,20.3,6173.0,17.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
46.0,1,2,57511.0,2,10.0,0,51,0,12,3,No,10,3,4.2,0.0,28755.5,8.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
23.0,0,1,50962.0,2,6.0,0,52,1,35,1,No,5,15,12.7,0.0,50962.0,6.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
44.0,0,13,222276.0,2,8.0,1,36,1,68,15,No,6,7,10.6,2.4,17098.15,18.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
52.0,1,14,175712.0,1,6.0,1,50,0,53,14,No,8,4,0.5,13.5,12550.86,19.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
29.0,1,1,46345.0,4,4.0,1,42,1,80,2,No,4,0,6.3,0.0,46345.0,6.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22.0,0,0,54370.0,3,10.0,0,45,1,42,1,No,4,4,6.9,0.0,54370.0,5.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
29.0,0,1,56217.0,3,7.0,0,42,0,51,3,No,10,9,3.8,0.0,56217.0,7.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
42.0,0,1,49167.0,2,3.0,1,51,0,75,1,No,5,6,14.1,0.0,49167.0,6.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37.0,1,14,154424.0,3,10.0,0,47,1,12,12,No,8,8,6.2,7.8,11030.29,16.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
23.0,1,1,46741.0,2,3.0,1,48,0,9,2,No,9,11,7.5,0.0,46741.0,6.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59.0,0,1,68368.0,1,9.0,0,38,0,73,2,No,10,14,2.2,0.0,68368.0,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32.0,1,7,100995.0,3,6.0,0,42,0,78,8,No,4,12,12.6,0.0,14427.86,12.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0
