Employee_ID,Age,Gender,Department,Job_Role,Experience,Education,Salary,Performance_Score,Job_Satisfaction,Overtime,Work_Hours,Remote_Work,Training_Hours,Projects,Promotion_Last_5Yrs,Joining_Date,Attrition,City,Employment_Type,Manager_Rating,Sick_Leaves
197,35,Male,Sales,Sales Manager,3,Master,78975,5,8,No,43,No,55,6,No,2012-05-09,No,Peshawar,Full-Time,5,13
198,59,Female,HR,HR Executive,7,Master,118901,1,10,No,39,Yes,71,6,No,2026-08-02,No,Rawalpindi,Contract,7,9
199,41,Female,Marketing,Marketing Specialist,9,Bachelor,129744,2,3,Yes,53,Yes,67,6,No,2024-02-19,Yes,Islamabad,Full-Time,6,9
200,25,Female,Finance,Accountant,1,Master,42818,3,6,No,41,Yes,42,3,No,2026-02-17,No,Islamabad,Full-Time,5,7
201,37,Female,Sales,Sales Manager,13,Master,189586,2,7,No,48,Yes,30,12,No,2025-06-28,No,Karachi,Contract,8,8
202,41,Female,Sales,Sales Executive,2,Master,57885,4,8,Yes,48,Yes,72,1,No,2024-04-29,No,Faisalabad,Contract,10,14
203,51,Female,Marketing,SEO Executive,13,Master,210461,5,7,Yes,48,Yes,43,8,No,2014-02-02,No,Rawalpindi,Contract,4,7
204,25,Female,HR,Recruiter,1,Master,55165,4,5,Yes,36,Yes,39,3,Yes,2018-11-17,No,Peshawar,Full-Time,10,3
205,43,Male,Finance,Financial Analyst,3,PhD,92989,5,8,No,52,Yes,33,4,No,2014-10-20,No,Faisalabad,Full-Time,5,4
206,34,Male,IT,Data Analyst,1,Bachelor,57033,2,9,No,38,Yes,69,1,No,2017-08-11,No,Lahore,Full-Time,5,14
207,41,Female,IT,Software Engineer,15,Bachelor,230315,5,8,Yes,48,Yes,28,15,Yes,2012-06-22,No,Lahore,Contract,4,4
208,52,Female,HR,HR Executive,18,Master,227170,3,9,No,43,No,18,15,No,2017-04-12,No,Peshawar,Full-Time,9,14
209,23,Female,Sales,Sales Executive,1,Bachelor,40361,3,9,No,55,Yes,50,3,No,2026-05-17,No,Faisalabad,Contract,4,4
210,22,Male,Sales,Sales Manager,1,PhD,51430,5,8,Yes,51,Yes,24,3,No,2015-07-29,No,Faisalabad,Full-Time,7,11
211,39,Female,Sales,Sales Executive,12,Bachelor,199351,5,10,No,40,Yes,46,15,No,2023-05-10,No,Peshawar,Contract,9,11
212,23,Male,IT,Software Engineer,0,Bachelor,56365,4,6,Yes,42,Yes,27,3,Yes,2018-06-02,No,Peshawar,Full-Time,6,12
213,38,Male,IT,DevOps Engineer,1,PhD,65013,5,6,Yes,35,No,18,2,Yes,2017-12-09,No,Karachi,Contract,9,14
214,34,Female,Marketing,Marketing Specialist,7,Master,114778,2,8,Yes,51,Yes,79,7,No,2025-12-15,No,Peshawar,Contract,7,0
215,24,Male,IT,Software Engineer,0,Master,51164,5,5,Yes,41,No,69,1,Yes,2026-07-11,No,Rawalpindi,Full-Time,7,11
216,49,Female,IT,Data Analyst,27,Bachelor,166671,1,3,Yes,50,Yes,74,12,No,2019-12-07,Yes,Faisalabad,Full-Time,4,10
217,46,Female,Finance,Financial Analyst,2,Bachelor,57511,2,10,No,51,No,12,3,No,2022-05-16,No,Islamabad,Full-Time,10,3
218,23,Male,Sales,Sales Manager,1,Master,50962,2,6,No,52,Yes,35,1,No,2013-12-01,No,Islamabad,Full-Time,5,15
219,44,Male,Marketing,Marketing Specialist,13,PhD,222276,2,8,Yes,36,Yes,68,15,No,2016-01-17,No,Peshawar,Full-Time,6,7
220,52,Female,Finance,Financial Analyst,14,Bachelor,175712,1,6,Yes,50,No,53,14,No,2026-02-15,No,Karachi,Full-Time,8,4
221,29,Female,Sales,Sales Executive,1,PhD,46345,4,4,Yes,42,Yes,80,2,No,2020-04-13,No,Islamabad,Contract,4,0
222,22,Male,Marketing,Marketing Specialist,0,Bachelor,54370,3,10,No,45,Yes,42,1,No,2019-09-23,No,Karachi,Full-Time,4,4
223,29,Male,Sales,Sales Manager,1,Master,56217,3,7,No,42,No,51,3,No,2022-10-25,No,Faisalabad,Full-Time,10,9
224,42,Male,Marketing,SEO Executive,1,Master,49167,2,3,Yes,51,No,75,1,No,2012-06-14,Yes,Rawalpindi,Contract,5,6
225,37,Female,HR,HR Executive,14,Bachelor,154424,3,10,No,47,Yes,12,12,No,2020-05-10,No,Karachi,Contract,8,8
226,23,Female,Sales,Sales Manager,1,Master,46741,2,3,Yes,48,No,9,2,No,2019-02-20,No,Karachi,Full-Time,9,11
227,59,Male,Finance,Financial Analyst,1,Master,68368,1,9,No,38,No,73,2,No,2024-05-21,No,Peshawar,Contract,10,14
228,32,Female,Marketing,SEO Executive,7,PhD,100995,3,6,No,42,No,78,8,No,2013-12-15,No,Lahore,Full-Time,4,12
229,45,Female,Marketing,SEO Executive,21,Master,166293,5,6,No,45,Yes,61,12,No,2026-01-03,No,Peshawar,Full-Time,9,14
230,24,Female,IT,Data Analyst,3,PhD,83389,5,8,No,43,Yes,61,3,No,2012-10-17,No,Faisalabad,Full-Time,4,5
231,30,Male,Finance,Financial Analyst,2,Bachelor,47624,1,6,No,51,No,10,1,No,2014-05-20,No,Faisalabad,Full-Time,5,7
232,23,Female,Finance,Financial Analyst,2,PhD,51459,1,5,Yes,49,Yes,35,1,No,2020-07-09,No,Karachi,Full-Time,8,6
233,48,Male,Marketing,SEO Executive,20,Master,153236,5,8,No,46,No,52,13,Yes,2021-09-21,No,Islamabad,Full-Time,10,15
234,24,Female,HR,Recruiter,1,PhD,59956,3,7,No,51,Yes,53,1,No,2015-02-14,No,Karachi,Full-Time,8,1
235,26,Male,Sales,Sales Executive,4,PhD,87660,5,7,No,36,No,45,3,No,2013-05-23,No,Faisalabad,Contract,10,8
236,37,Female,HR,Recruiter,7,Master,145421,4,8,No,48,Yes,50,7,No,2024-12-12,No,Islamabad,Full-Time,9,2
237,50,Female,Marketing,Marketing Specialist,7,PhD,126713,2,6,No,43,No,45,10,No,2015-04-16,No,Lahore,Full-Time,8,3
238,54,Male,Sales,Sales Manager,31,PhD,209515,2,6,No,48,No,17,8,No,2020-07-06,No,Lahore,Full-Time,4,4
239,32,Male,Sales,Sales Executive,2,PhD,69630,3,5,Yes,47,No,20,2,No,2020-11-19,No,Faisalabad,Contract,5,10
240,24,Male,Marketing,Marketing Specialist,2,Master,64271,3,4,Yes,50,Yes,80,2,No,2017-11-18,Yes,Rawalpindi,Contract,10,2
241,51,Female,Marketing,SEO Executive,10,Master,106350,3,6,Yes,45,No,41,7,No,2020-05-07,No,Lahore,Contract,7,10
242,31,Male,Finance,Accountant,3,Master,88846,1,6,Yes,44,Yes,41,5,No,2019-06-09,No,Faisalabad,Contract,6,8
243,32,Female,Sales,Sales Executive,4,PhD,91837,2,3,Yes,41,Yes,10,5,No,2025-08-13,Yes,Karachi,Full-Time,4,6
244,35,Female,IT,Data Analyst,9,Master,134137,4,5,Yes,38,No,60,7,Yes,2014-08-29,No,Peshawar,Contract,6,15
245,29,Female,HR,Recruiter,1,PhD,50718,5,9,No,43,Yes,45,1,Yes,2022-05-04,No,Lahore,Full-Time,6,1
246,34,Male,Marketing,SEO Executive,10,PhD,108970,4,6,Yes,42,No,65,10,Yes,2015-03-05,No,Karachi,Full-Time,10,4
247,30,Male,Sales,Sales Manager,1,PhD,40104,1,8,Yes,52,Yes,9,2,No,2017-07-13,No,Peshawar,Full-Time,7,13
248,59,Male,Finance,Financial Analyst,22,Master,189334,3,8,No,50,No,50,11,No,2021-09-02,No,Faisalabad,Full-Time,9,15
249,29,Female,IT,Software Engineer,6,Master,143412,1,7,No,49,Yes,49,9,No,2016-02-04,No,Islamabad,Full-Time,5,12
250,60,Female,Sales,Sales Manager,15,Bachelor,216517,4,9,No,52,No,45,11,No,2016-05-03,No,Islamabad,Contract,4,13
251,38,Male,Sales,Sales Manager,8,Master,122271,3,8,Yes,48,Yes,73,6,No,2022-11-15,No,Peshawar,Full-Time,7,6
252,43,Male,IT,DevOps Engineer,19,PhD,199700,3,5,Yes,52,Yes,71,9,No,2012-09-06,No,Karachi,Full-Time,6,6
253,32,Female,Marketing,Marketing Specialist,11,Bachelor,199005,4,7,Yes,52,Yes,9,13,Yes,2018-06-20,No,Islamabad,Full-Time,5,0
254,53,Male,Marketing,SEO Executive,10,Master,115073,1,6,No,38,No,21,7,No,2026-07-28,No,Islamabad,Full-Time,6,8
255,54,Female,IT,Software Engineer,1,Bachelor,43131,5,7,Yes,47,No,46,3,Yes,2026-07-15,No,Peshawar,Full-Time,10,13
256,51,Male,Finance,Financial Analyst,3,Master,82339,4,10,No,42,No,66,5,Yes,2012-09-10,No,Peshawar,Contract,4,9
257,53,Female,Sales,Sales Executive,23,PhD,209279,5,7,Yes,47,No,52,11,Yes,2014-10-16,No,Peshawar,Full-Time,4,15
258,31,Male,Finance,Financial Analyst,1,PhD,68338,5,3,Yes,37,No,65,2,No,2015-07-29,Yes,Lahore,Full-Time,5,7
259,43,Male,Sales,Sales Manager,1,Master,68554,3,8,No,41,No,45,1,No,2025-08-05,No,Peshawar,Contract,9,7
260,54,Male,Sales,Sales Manager,6,Master,124620,1,3,Yes,51,Yes,30,7,No,2024-10-22,Yes,Peshawar,Full-Time,5,14
261,32,Female,Sales,Sales Manager,2,PhD,53087,3,10,No,48,No,71,1,No,2024-10-13,No,Faisalabad,Contract,4,10
262,31,Female,Finance,Accountant,8,PhD,134038,3,7,Yes,49,No,22,10,No,2017-02-19,No,Lahore,Contract,7,5
263,42,Female,Sales,Sales Executive,5,Bachelor,70183,2,10,No,38,No,17,5,No,2013-12-17,No,Rawalpindi,Full-Time,5,1
264,26,Female,Sales,Sales Executive,5,PhD,90605,2,8,No,44,No,52,3,No,2024-02-07,No,Lahore,Contract,6,12
265,26,Male,Marketing,Marketing Specialist,0,PhD,45843,5,10,No,39,No,78,2,No,2022-02-23,No,Lahore,Contract,4,8
266,22,Male,HR,HR Executive,0,Bachelor,44696,4,10,No,35,Yes,11,1,No,2020-10-08,No,Faisalabad,Full-Time,10,4
267,42,Female,Sales,Sales Manager,16,Bachelor,199454,4,8,No,44,Yes,32,14,Yes,2026-05-28,No,Lahore,Contract,6,5
268,53,Female,Sales,Sales Manager,7,PhD,111666,3,9,No,49,No,32,6,No,2021-05-28,No,Rawalpindi,Contract,10,6
269,22,Male,Finance,Accountant,1,Master,40183,3,10,No,38,No,69,3,No,2011-09-17,No,Faisalabad,Full-Time,6,0
270,39,Female,Finance,Accountant,12,Bachelor,185936,5,9,No,35,No,67,8,Yes,2023-11-07,No,Peshawar,Contract,10,5
271,23,Male,IT,Data Analyst,2,PhD,42713,1,4,Yes,49,No,17,2,No,2016-02-01,No,Lahore,Full-Time,4,8
272,43,Female,Marketing,Marketing Specialist,22,Bachelor,217677,4,8,Yes,36,Yes,69,8,No,2021-07-18,No,Faisalabad,Contract,7,4
273,50,Male,IT,Software Engineer,8,PhD,111335,3,10,No,52,Yes,48,6,No,2025-09-05,No,Lahore,Contract,6,14
274,51,Male,IT,DevOps Engineer,3,Bachelor,76083,5,6,Yes,35,Yes,32,5,Yes,2013-08-10,No,Lahore,Full-Time,9,11
275,34,Male,HR,Recruiter,4,Bachelor,75832,2,7,No,45,Yes,29,5,No,2013-04-29,No,Rawalpindi,Contract,8,8
276,38,Female,HR,Recruiter,8,Bachelor,137925,3,7,No,55,Yes,9,8,No,2013-03-14,No,Rawalpindi,Contract,10,12
277,49,Female,Marketing,Marketing Specialist,20,PhD,194850,1,6,No,41,Yes,64,12,No,2019-11-23,No,Islamabad,Full-Time,8,8
278,33,Female,IT,DevOps Engineer,2,Master,52198,4,3,Yes,53,No,18,3,Yes,2015-09-06,Yes,Faisalabad,Contract,9,11
279,43,Male,Sales,Sales Manager,5,Master,85297,1,7,No,54,No,56,4,No,2020-08-31,No,Islamabad,Full-Time,7,15
280,60,Female,Finance,Financial Analyst,30,PhD,155259,5,10,No,48,No,78,11,Yes,2022-05-11,No,Rawalpindi,Contract,4,12
281,41,Male,HR,HR Executive,18,Bachelor,157051,3,9,No,39,No,55,9,No,2014-08-25,No,Lahore,Contract,10,5
282,31,Male,IT,DevOps Engineer,2,Master,46048,2,3,Yes,37,Yes,76,1,No,2021-02-08,Yes,Islamabad,Full-Time,7,11
283,28,Female,HR,Recruiter,6,PhD,143806,4,4,Yes,42,No,21,9,No,2015-07-22,Yes,Lahore,Contract,9,10
284,60,Female,Finance,Financial Analyst,34,Bachelor,237802,2,7,Yes,40,No,51,8,No,2018-12-03,No,Islamabad,Contract,8,10
285,60,Female,IT,DevOps Engineer,4,PhD,86382,1,7,No,44,Yes,48,4,No,2025-03-05,No,Lahore,Full-Time,5,12
286,40,Female,Sales,Sales Executive,12,PhD,184212,2,8,Yes,47,No,15,14,No,2024-04-14,No,Rawalpindi,Full-Time,5,11
287,47,Male,IT,DevOps Engineer,5,Master,92488,1,9,No,55,No,11,6,No,2012-12-23,No,Lahore,Contract,7,9
288,60,Female,Finance,Accountant,32,Master,220126,1,6,No,40,No,15,13,No,2017-12-12,No,Rawalpindi,Contract,10,4
289,34,Female,Finance,Financial Analyst,6,Bachelor,102611,4,5,Yes,46,No,37,6,No,2015-09-29,No,Rawalpindi,Contract,7,13
290,39,Male,IT,DevOps Engineer,9,Master,129279,3,4,Yes,36,No,9,8,No,2011-08-25,Yes,Rawalpindi,Full-Time,9,12
291,28,Male,IT,DevOps Engineer,2,PhD,69252,3,5,Yes,54,No,10,2,No,2023-02-28,No,Rawalpindi,Contract,7,2
292,31,Male,Finance,Accountant,6,PhD,122136,4,3,Yes,35,No,15,8,Yes,2021-02-24,No,Peshawar,Full-Time,7,13
293,54,Male,Finance,Financial Analyst,3,Master,77051,3,8,No,40,Yes,56,6,No,2015-07-11,No,Faisalabad,Contract,9,5
294,48,Male,Finance,Accountant,0,Master,49003,4,6,No,55,Yes,33,2,No,2022-09-18,No,Peshawar,Full-Time,8,7
295,40,Female,HR,HR Executive,18,Master,220969,4,9,No,35,No,45,14,Yes,2019-11-14,No,Peshawar,Contract,8,11
296,35,Male,Sales,Sales Manager,10,Master,102114,1,8,No,50,Yes,31,10,No,2018-01-04,No,Islamabad,Contract,9,11
297,50,Female,Finance,Financial Analyst,0,Bachelor,60455,5,4,Yes,48,No,76,2,No,2011-09-27,No,Faisalabad,Full-Time,7,15
298,60,Male,HR,Recruiter,6,Master,107250,3,9,No,40,No,50,10,No,2012-09-21,No,Lahore,Full-Time,5,6
299,42,Female,Marketing,SEO Executive,20,Bachelor,215838,2,7,No,47,No,41,14,No,2024-11-03,No,Peshawar,Contract,10,14
300,40,Male,HR,Recruiter,17,Master,239568,4,6,No,55,No,57,9,Yes,2025-02-25,No,Rawalpindi,Full-Time,8,6
301,60,Female,HR,HR Executive,1,Master,45454,4,7,No,37,Yes,54,3,No,2019-10-12,No,Faisalabad,Full-Time,9,6
302,33,Female,Finance,Accountant,11,Bachelor,188401,1,7,No,53,No,36,9,No,2024-02-11,No,Islamabad,Full-Time,5,14
303,54,Male,HR,Recruiter,21,Bachelor,244640,1,9,No,36,No,54,9,No,2020-05-01,No,Lahore,Contract,9,2
304,60,Male,Finance,Accountant,28,Master,188399,1,7,No,47,No,20,14,No,2013-10-25,No,Peshawar,Full-Time,6,3
305,32,Female,Finance,Accountant,6,PhD,115929,2,7,No,38,Yes,63,9,No,2013-07-04,No,Islamabad,Full-Time,6,15
306,40,Female,Finance,Financial Analyst,10,Master,137239,5,5,Yes,39,No,8,8,No,2016-03-20,No,Peshawar,Contract,4,7
307,32,Female,Finance,Financial Analyst,7,PhD,110121,2,7,No,44,No,34,7,No,2025-01-29,No,Rawalpindi,Contract,8,0
308,31,Male,Marketing,SEO Executive,4,Master,85629,3,7,No,39,No,53,4,No,2023-07-15,No,Peshawar,Contract,9,15
309,33,Female,Marketing,SEO Executive,6,Bachelor,122437,3,5,Yes,42,No,20,7,No,2024-07-03,No,Peshawar,Full-Time,5,6
310,58,Male,Sales,Sales Manager,33,Bachelor,197652,4,6,No,38,Yes,39,8,No,2025-01-29,No,Peshawar,Full-Time,9,2
311,37,Female,Marketing,Marketing Specialist,5,PhD,77482,2,6,No,54,No,16,6,No,2014-09-30,No,Peshawar,Full-Time,4,6
312,25,Male,HR,Recruiter,1,Bachelor,55213,5,6,No,36,Yes,30,1,No,2015-05-04,No,Faisalabad,Contract,10,15
313,34,Male,IT,Data Analyst,8,PhD,119658,1,3,Yes,48,No,29,10,No,2013-02-19,Yes,Lahore,Contract,8,14
314,53,Male,Sales,Sales Manager,21,PhD,234578,3,8,Yes,52,No,40,12,No,2023-04-19,No,Rawalpindi,Contract,10,9
315,33,Female,Sales,Sales Executive,0,Master,56245,2,10,No,48,Yes,61,1,No,2024-11-09,No,Faisalabad,Contract,4,10
316,28,Male,HR,HR Executive,3,Master,80486,1,4,Yes,44,Yes,46,6,No,2017-09-09,Yes,Faisalabad,Contract,9,5
317,32,Female,HR,HR Executive,8,Master,147609,2,8,No,50,No,23,8,No,2020-11-26,No,Peshawar,Contract,6,9
318,50,Female,Finance,Financial Analyst,13,PhD,150743,1,8,Yes,46,No,40,14,No,2013-11-29,No,Rawalpindi,Contract,7,0
319,38,Female,HR,HR Executive,11,Bachelor,200122,5,3,Yes,41,No,40,13,Yes,2025-07-17,Yes,Islamabad,Contract,8,3
320,59,Female,Finance,Financial Analyst,2,PhD,48186,5,5,Yes,47,Yes,12,2,No,2024-07-25,No,Rawalpindi,Contract,8,10
321,29,Female,Sales,Sales Manager,2,PhD,65403,4,7,Yes,39,No,78,3,Yes,2026-03-28,No,Karachi,Contract,10,6
322,42,Female,Sales,Sales Executive,17,PhD,168411,3,9,No,46,Yes,28,9,No,2023-10-04,No,Islamabad,Full-Time,10,10
323,45,Female,HR,Recruiter,6,PhD,116735,1,6,No,38,No,55,10,No,2024-10-25,No,Peshawar,Contract,5,15
324,54,Female,Marketing,Marketing Specialist,1,PhD,56522,5,10,No,44,Yes,14,2,Yes,2011-12-19,No,Rawalpindi,Full-Time,7,2
325,54,Male,Marketing,Marketing Specialist,29,PhD,248554,4,6,No,43,No,24,9,Yes,2022-08-23,No,Peshawar,Full-Time,10,10
326,51,Female,Marketing,SEO Executive,28,Bachelor,150832,1,7,No,42,No,24,14,No,2016-07-30,No,Rawalpindi,Contract,4,8
327,56,Female,Marketing,SEO Executive,12,PhD,174752,2,4,Yes,40,Yes,73,10,No,2025-07-22,No,Islamabad,Full-Time,6,1
328,42,Female,Finance,Accountant,7,PhD,119852,4,6,Yes,42,No,8,7,Yes,2023-08-18,No,Lahore,Full-Time,6,4
329,50,Male,Sales,Sales Executive,12,Bachelor,202321,2,4,Yes,47,Yes,27,11,No,2024-07-22,Yes,Rawalpindi,Contract,10,3
330,60,Female,IT,Data Analyst,20,Master,161900,4,6,Yes,51,No,7,13,No,2023-10-04,No,Lahore,Full-Time,6,0
331,44,Female,Sales,Sales Executive,9,Bachelor,115031,4,7,No,35,No,10,6,Yes,2015-08-06,No,Rawalpindi,Contract,7,4
332,30,Male,Marketing,Marketing Specialist,2,PhD,42004,2,7,No,44,No,25,3,No,2023-05-29,No,Rawalpindi,Full-Time,10,13
333,33,Female,HR,HR Executive,1,Bachelor,46687,4,8,No,46,No,8,2,Yes,2013-03-20,No,Karachi,Contract,9,0
334,31,Female,Sales,Sales Executive,0,PhD,45182,1,6,Yes,42,No,13,1,No,2024-09-04,No,Rawalpindi,Full-Time,6,3
335,56,Female,Sales,Sales Manager,8,PhD,120409,4,9,No,39,No,17,9,Yes,2024-06-22,No,Peshawar,Full-Time,6,15
336,54,Male,HR,HR Executive,9,Bachelor,148705,4,4,Yes,54,Yes,33,6,No,2014-12-06,Yes,Peshawar,Full-Time,6,8
337,30,Female,Sales,Sales Manager,6,Master,137969,4,8,Yes,36,Yes,6,6,Yes,2023-11-05,No,Peshawar,Full-Time,9,4
338,47,Female,HR,HR Executive,0,PhD,68104,2,10,No,53,No,32,2,No,2018-07-02,No,Rawalpindi,Contract,9,14
339,29,Female,Finance,Financial Analyst,8,Master,116730,4,6,No,52,Yes,48,8,No,2016-03-04,No,Islamabad,Full-Time,10,8
340,56,Male,Sales,Sales Executive,6,Bachelor,107882,3,10,No,46,No,60,10,No,2023-07-11,No,Rawalpindi,Full-Time,5,2
341,54,Male,HR,Recruiter,9,PhD,113020,5,8,Yes,39,No,74,8,Yes,2015-01-03,No,Lahore,Full-Time,8,7
342,28,Male,Finance,Accountant,3,PhD,98124,3,9,No,47,No,71,4,No,2011-12-13,No,Lahore,Contract,4,13
343,30,Female,Sales,Sales Manager,0,Bachelor,46840,5,6,Yes,37,No,22,3,Yes,2014-06-29,No,Islamabad,Contract,8,4
344,32,Female,HR,Recruiter,6,PhD,122964,2,7,No,39,Yes,79,6,No,2016-07-08,No,Lahore,Full-Time,6,4
345,39,Female,Sales,Sales Executive,0,PhD,57178,5,7,No,42,No,20,1,Yes,2024-07-23,No,Karachi,Contract,7,14
346,24,Female,Finance,Financial Analyst,2,Bachelor,53956,2,6,No,50,Yes,71,3,No,2026-02-05,No,Peshawar,Contract,9,3
347,37,Female,Marketing,SEO Executive,13,Master,186726,3,6,No,51,No,37,12,No,2015-10-13,No,Karachi,Full-Time,9,11
348,53,Male,IT,Software Engineer,31,Bachelor,237245,1,10,No,50,No,10,12,No,2021-03-20,No,Faisalabad,Contract,10,3
349,28,Male,IT,DevOps Engineer,3,Master,96715,1,9,No,55,No,78,6,No,2017-08-03,No,Faisalabad,Contract,6,1
350,35,Male,Sales,Sales Executive,0,PhD,49577,1,7,No,49,No,49,2,No,2026-04-24,No,Islamabad,Full-Time,9,11
351,25,Female,Finance,Financial Analyst,3,PhD,95185,2,9,No,52,No,49,4,No,2019-08-21,No,Peshawar,Contract,8,5
352,44,Male,IT,Data Analyst,10,Master,141907,3,8,Yes,50,No,30,9,No,2025-09-07,No,Karachi,Full-Time,8,8
353,43,Female,Sales,Sales Manager,11,Bachelor,152087,2,7,No,44,Yes,55,9,No,2013-04-28,No,Lahore,Contract,8,2
354,60,Female,IT,Software Engineer,16,Bachelor,219838,4,5,Yes,47,No,77,13,Yes,2026-02-24,No,Peshawar,Contract,5,2
355,37,Male,Sales,Sales Executive,8,Bachelor,145552,2,4,Yes,49,Yes,6,7,No,2014-04-10,Yes,Rawalpindi,Full-Time,5,9
356,50,Female,Marketing,SEO Executive,17,PhD,204044,5,9,No,47,No,51,10,No,2026-01-12,No,Faisalabad,Full-Time,8,8
357,42,Female,Finance,Accountant,2,PhD,68178,2,7,Yes,52,Yes,69,3,No,2015-07-30,No,Lahore,Contract,10,15
358,60,Male,Finance,Accountant,22,PhD,210986,5,6,No,36,No,68,12,Yes,2013-03-21,No,Peshawar,Full-Time,10,13
359,50,Male,IT,DevOps Engineer,28,Master,158359,1,7,No,43,Yes,67,13,No,2018-02-10,No,Rawalpindi,Full-Time,9,13
360,50,Female,Sales,Sales Executive,17,PhD,193323,5,6,No,51,Yes,74,11,Yes,2022-07-10,No,Peshawar,Contract,10,10
361,26,Male,Finance,Accountant,4,Master,94004,2,5,Yes,40,Yes,68,4,No,2016-04-19,No,Peshawar,Full-Time,8,3
362,47,Female,IT,Software Engineer,25,Master,168154,2,9,No,44,Yes,60,13,No,2020-09-08,No,Rawalpindi,Contract,4,8
363,38,Female,IT,Software Engineer,6,Bachelor,122263,1,8,Yes,43,Yes,76,9,No,2019-04-08,No,Islamabad,Full-Time,8,1
364,32,Male,Finance,Accountant,8,Bachelor,125215,1,10,No,53,Yes,27,8,No,2017-05-16,No,Karachi,Contract,10,6
365,56,Male,Sales,Sales Executive,22,Bachelor,228606,5,7,Yes,49,Yes,61,13,Yes,2020-03-30,No,Peshawar,Full-Time,5,0
366,41,Female,Marketing,Marketing Specialist,3,Master,89336,1,6,Yes,41,No,63,4,No,2015-06-01,No,Peshawar,Full-Time,7,12
367,57,Male,IT,DevOps Engineer,21,Bachelor,181385,2,8,Yes,47,No,12,15,No,2022-03-24,No,Islamabad,Full-Time,10,15
368,55,Male,Marketing,Marketing Specialist,20,PhD,249211,3,9,No,39,Yes,42,11,No,2011-08-15,No,Faisalabad,Contract,6,13
369,27,Female,Sales,Sales Manager,0,Master,58391,5,7,No,44,No,12,2,Yes,2025-06-24,No,Karachi,Contract,7,1
370,42,Male,Finance,Accountant,17,Bachelor,200449,3,6,No,36,Yes,70,11,No,2019-09-03,No,Karachi,Contract,8,11
371,51,Male,HR,HR Executive,28,Bachelor,159563,4,8,Yes,53,Yes,53,11,Yes,2022-05-21,No,Peshawar,Contract,5,6
372,37,Female,Finance,Accountant,5,Master,97452,1,4,Yes,39,No,59,6,No,2022-09-22,No,Lahore,Contract,5,9
373,22,Female,Finance,Financial Analyst,1,Master,66762,3,7,No,35,Yes,62,2,No,2021-08-27,No,Islamabad,Full-Time,8,4
374,29,Male,IT,DevOps Engineer,2,Master,57594,2,8,No,43,No,73,2,No,2017-01-21,No,Karachi,Full-Time,9,9
375,28,Male,Marketing,SEO Executive,6,Bachelor,113158,5,6,No,50,Yes,19,7,No,2012-08-23,No,Karachi,Contract,4,7
376,26,Male,HR,HR Executive,3,PhD,94194,4,7,Yes,36,Yes,45,4,Yes,2021-07-23,No,Islamabad,Contract,8,1
377,38,Male,HR,Recruiter,11,Master,201290,2,5,Yes,51,Yes,28,14,No,2016-07-19,No,Lahore,Full-Time,6,6
378,50,Male,Sales,Sales Executive,26,Bachelor,222987,2,7,Yes,45,Yes,13,10,No,2016-04-20,No,Faisalabad,Contract,8,13
379,32,Female,Marketing,Marketing Specialist,5,Bachelor,92423,1,4,Yes,35,No,77,4,No,2024-04-25,No,Lahore,Full-Time,7,3
380,56,Male,IT,DevOps Engineer,1,PhD,49255,5,8,Yes,49,No,37,3,No,2022-05-23,No,Rawalpindi,Contract,7,11
381,51,Female,Sales,Sales Executive,7,Bachelor,125457,2,9,No,35,No,23,8,No,2016-02-06,No,Islamabad,Full-Time,6,1
382,47,Male,Sales,Sales Executive,26,PhD,203188,4,8,No,49,No,64,14,No,2016-03-26,No,Islamabad,Full-Time,7,11
383,55,Male,Sales,Sales Executive,15,Bachelor,224499,5,9,No,49,No,44,11,Yes,2017-09-20,No,Peshawar,Full-Time,6,6
384,56,Female,Sales,Sales Executive,19,PhD,176137,3,6,No,40,No,28,11,No,2017-08-18,No,Rawalpindi,Full-Time,8,14
385,58,Male,HR,Recruiter,17,PhD,234048,5,4,Yes,41,No,45,14,Yes,2016-01-11,Yes,Peshawar,Full-Time,10,14
386,28,Male,Finance,Accountant,1,Bachelor,50862,3,5,Yes,41,Yes,44,1,No,2013-07-03,No,Karachi,Full-Time,6,2
387,59,Female,Marketing,SEO Executive,30,Master,187976,1,3,Yes,52,Yes,25,12,No,2017-11-25,No,Peshawar,Full-Time,10,13
388,32,Female,Marketing,SEO Executive,11,Master,164858,4,6,Yes,36,No,65,10,Yes,2025-09-13,No,Peshawar,Full-Time,4,12
389,45,Female,IT,DevOps Engineer,18,PhD,152602,5,4,Yes,45,No,13,15,No,2021-10-03,No,Lahore,Contract,6,5
390,29,Male,Sales,Sales Executive,5,Master,81623,1,7,No,53,Yes,51,6,No,2025-02-19,No,Peshawar,Full-Time,8,8
391,55,Male,Marketing,SEO Executive,31,Master,235118,3,9,No,49,No,10,11,No,2020-10-29,No,Lahore,Full-Time,6,8
392,57,Male,IT,Data Analyst,8,PhD,119838,2,8,No,47,Yes,39,9,No,2016-02-09,No,Karachi,Full-Time,7,12
393,48,Female,Finance,Financial Analyst,4,Master,88100,4,7,Yes,43,No,15,4,Yes,2019-10-25,No,Peshawar,Contract,6,10
394,28,Male,IT,Software Engineer,1,Bachelor,45046,2,7,Yes,37,Yes,6,3,No,2011-08-08,No,Islamabad,Full-Time,10,10
